rank,usage_tier,score,register,jlpt,id,grammar,meaning,url,norm
292,B (common),77.3,general,N2,121.0,としても,"Even if (we assume), Assuming,  Also as",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%97%E3%81%A6%E3%82%82,としても
293,B (common),77.3,general,N2,124.0,ことなく,Without ~ing,https://bunpro.jp/grammar_points/%E3%81%93%E3%81%A8%E3%81%AA%E3%81%8F,ことなく
294,B (common),77.3,general,N2,140.0,からして,"Even..., Judging from, Based on",https://bunpro.jp/grammar_points/%E3%81%8B%E3%82%89%E3%81%97%E3%81%A6,からして
295,B (common),77.3,general,N2,169.0,ことは〜が,"It is true...but, although, but",https://bunpro.jp/grammar_points/%E3%81%93%E3%81%A8%E3%81%AF-%E3%81%8C,ことはが
296,B (common),77.3,general,N2,176.0,といった,"Such as, Like, So much as",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%A3%E3%81%9F,といった
297,B (common),77.0,general,N3,213.0,っけ,"What is…again?, Was it... that... ?, Did you say...?",https://bunpro.jp/grammar_points/%E3%81%A3%E3%81%91,っけ
298,B (common),76.95,general,N2,71.0,～のうち(で),"Of the, Among(st)",https://bunpro.jp/grammar_points/-%E3%81%AE%E3%81%86%E3%81%A1-%E3%81%A7,~のうち(で)
299,B (common),76.95,general,N2,105.0,はもとより,"Not only... but also, Let alone, Of course,",https://bunpro.jp/grammar_points/%E3%81%AF%E3%82%82%E3%81%A8%E3%82%88%E3%82%8A,はもとより
300,B (common),76.95,general,N2,106.0,そうにない,"Unlikely to, Showing no signs of",https://bunpro.jp/grammar_points/%E3%81%9D%E3%81%86%E3%81%AB%E3%81%AA%E3%81%84,そうにない
301,B (common),76.95,general,N2,127.0,思うように,"As one hopes, As desired, As one thought",https://bunpro.jp/grammar_points/%E6%80%9D%E3%81%86%E3%82%88%E3%81%86%E3%81%AB,思うように
302,B (common),76.95,general,N2,134.0,という風に,"As if to say, As if to suggest that, In such a way that, Things like",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E9%A2%A8%E3%81%AB,という風に
303,B (common),76.95,general,N2,137.0,から見ると,"From the point of view of, By the look of",https://bunpro.jp/grammar_points/%E3%81%8B%E3%82%89%E8%A6%8B%E3%82%8B%E3%81%A8,から見ると
304,B (common),76.95,general,N2,142.0,そういえば,"Speaking of which, By the way, Come to think of it",https://bunpro.jp/grammar_points/%E3%81%9D%E3%81%86%E3%81%84%E3%81%88%E3%81%B0,そういえば
305,B (common),76.95,general,N2,146.0,かのようだ,"As if, Just like",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%AE%E3%82%88%E3%81%86%E3%81%A0,かのようだ
306,B (common),76.95,general,N2,159.0,ことだから,It is exactly because,https://bunpro.jp/grammar_points/%E3%81%93%E3%81%A8%E3%81%A0%E3%81%8B%E3%82%89,ことだから
307,B (common),76.95,general,N2,160.0,ものだから,"Because, The reason is",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%AE%E3%81%A0%E3%81%8B%E3%82%89,ものだから
308,B (common),76.95,general,N2,162.0,ものがある,"Strong judgement, There is something, Feel strongly that",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%AE%E3%81%8C%E3%81%82%E3%82%8B,ものがある
309,B (common),76.95,general,N2,165.0,だけましだ,"At least, It's better than..., One should feel grateful for",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%91%E3%81%BE%E3%81%97%E3%81%A0,だけましだ
310,B (common),76.95,general,N2,180.0,は別として,"Apart from, (Setting) aside, Whether or, Except for, Save for",https://bunpro.jp/grammar_points/%E3%81%AF%E5%88%A5%E3%81%A8%E3%81%97%E3%81%A6,は別として
311,B (common),76.95,general,N2,183.0,だけあって,"Is only natural, …Being the case, Because, As might be expected",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%91%E3%81%82%E3%81%A3%E3%81%A6,だけあって
312,B (common),76.95,general,N2,187.0,てならない,"Very, Extremely, Can't help but do",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,てならない
313,B (common),76.95,general,N2,189.0,それなのに,"And yet, Despite this",https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%8C%E3%81%AA%E3%81%AE%E3%81%AB,それなのに
314,B (common),76.95,general,N2,192.0,も～ば～も,"…And…, Both ... and ..., ... And ... as well",https://bunpro.jp/grammar_points/%E3%82%82-%E3%81%B0-%E3%82%82,も~ば~も
315,B (common),76.95,general,N2,193.0,でしかない,"Merely, Nothing but, No more than",https://bunpro.jp/grammar_points/%E3%81%A7%E3%81%97%E3%81%8B%E3%81%AA%E3%81%84,でしかない
316,B (common),76.95,general,N2,198.0,はともかく,"Setting aside, Apart from",https://bunpro.jp/grammar_points/%E3%81%AF%E3%81%A8%E3%82%82%E3%81%8B%E3%81%8F,はともかく
317,B (common),76.95,archaic/literary,N2,188.0,のみならず,"Not only...but, Not just...but, What is more",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%BF%E3%81%AA%E3%82%89%E3%81%9A,のみならず
318,B (common),76.65,general,N3,208.0,っぽい,"-ish, -like, Characteristic of, Typical of, Tendency to",https://bunpro.jp/grammar_points/%E3%81%A3%E3%81%BD%E3%81%84,っぽい
319,B (common),76.6,general,N2,69.0,ねばならない,"Must, Have to, Should",https://bunpro.jp/grammar_points/%E3%81%AD%E3%81%B0%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,ねばならない
320,B (common),76.6,general,N2,83.0,ところだった ②,"Was just about to do something, Was in the middle of...",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%93%E3%82%8D%E3%81%A0%E3%81%A3%E3%81%9F2,ところだった
321,B (common),76.6,general,N2,103.0,いつの間にか,"Suddenly, Unnoticed, Without noticing, Too soon",https://bunpro.jp/grammar_points/%E3%81%84%E3%81%A4%E3%81%AE%E9%96%93%E3%81%AB%E3%81%8B,いつの間にか
322,B (common),76.6,general,N2,122.0,それにしても,"Nevertheless, Even so",https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%8C%E3%81%AB%E3%81%97%E3%81%A6%E3%82%82,それにしても
323,B (common),76.6,general,N2,130.0,と考えられる,"Can be considered as, Is thought to be, One can think that, It is conceivable that",https://bunpro.jp/grammar_points/%E3%81%A8%E8%80%83%E3%81%88%E3%82%89%E3%82%8C%E3%82%8B,と考えられる
324,B (common),76.6,general,N2,132.0,ということは,"That means, That is to say",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%81%93%E3%81%A8%E3%81%AF,ということは
325,B (common),76.6,general,N2,136.0,というものだ,"Speaker's impression, Criticism or conclusion",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%82%82%E3%81%AE%E3%81%A0,というものだ
326,B (common),76.6,general,N2,141.0,からといって,Just because,https://bunpro.jp/grammar_points/%E3%81%8B%E3%82%89%E3%81%A8%E3%81%84%E3%81%A3%E3%81%A6,からといって
327,B (common),76.6,general,N2,179.0,何から何まで,"Everything and anything, From A to Z, From head to toe, Everything",https://bunpro.jp/grammar_points/%E4%BD%95%E3%81%8B%E3%82%89%E4%BD%95%E3%81%BE%E3%81%A7,何から何まで
328,B (common),76.6,general,N2,185.0,何といっても,"By any account, All the same, No doubt",https://bunpro.jp/grammar_points/%E4%BD%95%E3%81%A8%E3%81%84%E3%81%A3%E3%81%A6%E3%82%82,何といっても
329,B (common),76.6,general,N2,199.0,ならともかく,"If it's (A), sure, but (B), Putting aside (A), (B)",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%89%E3%81%A8%E3%82%82%E3%81%8B%E3%81%8F,ならともかく
330,B (common),76.6,general,N2,201.0,しかしながら,"However, Nevertheless, But",https://bunpro.jp/grammar_points/%E3%81%97%E3%81%8B%E3%81%97%E3%81%AA%E3%81%8C%E3%82%89,しかしながら
331,B (common),76.6,general,N2,204.0,てはならない,"Must not, Cannot, Should not",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%AF%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,てはならない
332,B (common),76.25,general,N2,16.0,にほかならない,"Nothing but, None other than, Simply",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%BB%E3%81%8B%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,にほかならない
333,B (common),76.25,formal/written,N2,41.0,に伴って・に伴い,"As, Due,  Along with, Hand-in-hand with, Resulted in, Be consequent upon",https://bunpro.jp/grammar_points/%E3%81%AB%E4%BC%B4%E3%81%A3%E3%81%A6-%E3%81%AB%E4%BC%B4%E3%81%84,に伴って・に伴い
334,B (common),76.25,general,N2,65.0,てからでないと,"(Not) unless ~ cannot, (Not) until ~ cannot",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8B%E3%82%89%E3%81%A7%E3%81%AA%E3%81%84%E3%81%A8,てからでないと
335,B (common),76.25,general,N2,138.0,ところを見ると,"Judging from, Seeing that",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%93%E3%82%8D%E3%82%92%E8%A6%8B%E3%82%8B%E3%81%A8,ところを見ると
336,B (common),76.25,general,N2,145.0,〜ようではないか,"Let's do something, Why don't we",https://bunpro.jp/grammar_points/%E3%82%88%E3%81%86%E3%81%A7%E3%81%AF%E3%81%AA%E3%81%84%E3%81%8B,ようではないか
337,B (common),76.25,general,N2,212.0,のももっともだ,"May well, Have or has good reason for, No wonder, … Is only natural",https://bunpro.jp/grammar_points/%E3%81%AE%E3%82%82%E3%82%82%E3%81%A3%E3%81%A8%E3%82%82%E3%81%A0,のももっともだ
338,B (common),75.9,general,N2,62.0,よりしかたがない,"There is no choice but, Can't be helped, Inevitable",https://bunpro.jp/grammar_points/%E3%82%88%E3%82%8A%E3%81%97%E3%81%8B%E3%81%9F%E3%81%8C%E3%81%AA%E3%81%84,よりしかたがない
339,B (common),75.9,general,N2,80.0,か〜ないかのうちに,"Right after, As soon as, Just when, Barely",https://bunpro.jp/grammar_points/%E3%81%8B-%E3%81%AA%E3%81%84%E3%81%8B%E3%81%AE%E3%81%86%E3%81%A1%E3%81%AB,かないかのうちに
340,B (common),75.9,general,N2,156.0,ことになっている,"To be expected to, To be scheduled to",https://bunpro.jp/grammar_points/%E3%81%93%E3%81%A8%E3%81%AB%E3%81%AA%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B,ことになっている
341,B (common),75.9,general,N2,166.0,幸い・幸いなことに,"Luckily, Fortunately",https://bunpro.jp/grammar_points/%E5%B9%B8%E3%81%84-%E5%B9%B8%E3%81%84%E3%81%AA%E3%81%93%E3%81%A8%E3%81%AB,幸い・幸いなことに
342,B (common),75.9,general,N2,202.0,ことにはならない,Just because… doesn't mean…,https://bunpro.jp/grammar_points/%E3%81%93%E3%81%A8%E3%81%AB%E3%81%AF%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,ことにはならない
343,B (common),75.9,general,N2,203.0,だけのことはある,"No wonder, Not surprising that, As expected",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%91%E3%81%AE%E3%81%93%E3%81%A8%E3%81%AF%E3%81%82%E3%82%8B,だけのことはある
344,B (common),75.9,archaic/literary,N2,167.0,ようでは・ようじゃ,"If, If it is true that",https://bunpro.jp/grammar_points/%E3%82%88%E3%81%86%E3%81%A7%E3%81%AF-%E3%82%88%E3%81%86%E3%81%98%E3%82%83,ようでは・ようじゃ
345,B (common),75.55,general,N2,63.0,に越したことはない,"There is nothing better than, It is the best, Would be the best",https://bunpro.jp/grammar_points/%E3%81%AB%E8%B6%8A%E3%81%97%E3%81%9F%E3%81%93%E3%81%A8%E3%81%AF%E3%81%AA%E3%81%84,に越したことはない
346,B (common),75.55,general,N2,67.0,ないことには～ない,Unless you do something,https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%81%93%E3%81%A8%E3%81%AB%E3%81%AF-%E3%81%AA%E3%81%84,ないことには~ない
347,B (common),75.55,general,N2,119.0,にしても～にしても,Regardless of whether,https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%97%E3%81%A6%E3%82%82-%E3%81%AB%E3%81%97%E3%81%A6%E3%82%82,にしても~にしても
348,B (common),75.55,general,N2,129.0,というものでもない,"There is no guarantee that…, Not necessarily",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%82%82%E3%81%AE%E3%81%A7%E3%82%82%E3%81%AA%E3%81%84,というものでもない
349,B (common),75.55,general,N2,147.0,のではないだろうか,"I think ... isn't it?, It might be that..., Don't you agree?",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%A7%E3%81%AF%E3%81%AA%E3%81%84%E3%81%A0%E3%82%8D%E3%81%86%E3%81%8B,のではないだろうか
350,B (common),75.55,general,N2,161.0,ものですから・もので,"Because, My excuse is, My explanation is",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%AE%E3%81%A7%E3%81%99%E3%81%8B%E3%82%89-%E3%82%82%E3%81%AE%E3%81%A7,ものですから・もので
351,B (common),75.55,general,N2,211.0,というわけではない,"It is not that, It doesn't mean that, It is not always the case",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%82%8F%E3%81%91%E3%81%A7%E3%81%AF%E3%81%AA%E3%81%84,というわけではない
352,B (common),75.2,general,N2,15.0,ようがない・ようもない,"There's no way to, It's impossible to",https://bunpro.jp/grammar_points/%E3%82%88%E3%81%86%E3%81%8C%E3%81%AA%E3%81%84%E3%83%BB%E3%82%88%E3%81%86%E3%82%82%E3%81%AA%E3%81%84,ようがない・ようもない
353,B (common),75.2,general,N2,79.0,～ところに・～ところへ,"At the time, When, While, Timing",https://bunpro.jp/grammar_points/%EF%BD%9E%E3%81%A8%E3%81%93%E3%82%8D%E3%81%AB%E3%83%BB%EF%BD%9E%E3%81%A8%E3%81%93%E3%82%8D%E3%81%B8,~ところに・~ところへ
354,B (common),75.2,general,N2,131.0,という点から考えると,"From the standpoint of, From the perspective of, From the viewpoint of, Think in terms of, Viewed from the angle of",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E7%82%B9%E3%81%8B%E3%82%89%E8%80%83%E3%81%88%E3%82%8B%E3%81%A8,という点から考えると
355,B (common),75.2,general,N2,139.0,からすると・からすれば,"Judging from, Considering",https://bunpro.jp/grammar_points/%E3%81%8B%E3%82%89%E3%81%99%E3%82%8B%E3%81%A8-%E3%81%8B%E3%82%89%E3%81%99%E3%82%8C%E3%81%B0,からすると・からすれば
356,B (common),75.2,general,N2,210.0,ないわけにはいかない,"Can't not, No way to avoid",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%82%8F%E3%81%91%E3%81%AB%E3%81%AF%E3%81%84%E3%81%8B%E3%81%AA%E3%81%84,ないわけにはいかない
357,B (common),74.85,general,N2,128.0,かと思ったら・かと思うと,"Then again, Just when I thought, No sooner than",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%A8%E6%80%9D%E3%81%A3%E3%81%9F%E3%82%89-%E3%81%8B%E3%81%A8%E6%80%9D%E3%81%86%E3%81%A8,かと思ったら・かと思うと
358,B (common),74.3,general,N0,7.0,～やがる,"To have the nerve to (A), To have the gall to (A), To freaking (A)",https://bunpro.jp/grammar_points/%E3%82%84%E3%81%8C%E3%82%8B,~やがる
359,B (common),74.0,general,N1,17.0,とは,"That..., (Surprised) that..., (Never expected) that..., (Shocked) that...",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%AF,とは
360,B (common),74.0,general,N1,49.0,つ〜つ,two contrasting actions,https://bunpro.jp/grammar_points/%E3%81%A4-%E3%81%A4,つつ
361,B (common),74.0,general,N1,174.0,との,"That, To",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%AE,との
362,B (common),73.65,general,N1,29.0,ものを,"But, Although, If only, I wish I had",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%AE%E3%82%92,ものを
363,B (common),73.65,general,N1,58.0,なら〜で,"If ~ should, Before ~ should",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%89-%E3%81%A7,ならで
364,B (common),73.65,general,N1,63.0,ゆえに,"Because, The reason is, Due to, Therefore, So",https://bunpro.jp/grammar_points/%E3%82%86%E3%81%88%E3%81%AB,ゆえに
365,B (common),73.65,general,N1,64.0,という,"Every single, Each and every, Emphasis, Everything that could be called",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%86,という
366,B (common),73.65,general,N1,70.0,たら〜で,"Even if, If",https://bunpro.jp/grammar_points/%E3%81%9F%E3%82%89-%E3%81%A7,たらで
367,B (common),73.65,general,N1,72.0,まま(に),"As (one likes, feels or pleases), Spur of the moment, Wherever one fancies, Spontaneously, On a whim",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%BE%E3%81%AB,まま(に)
368,B (common),73.65,archaic/literary,N1,81.0,ずとも,"Even if not, Without, Don't have to",https://bunpro.jp/grammar_points/%E3%81%9A%E3%81%A8%E3%82%82,ずとも
369,B (common),73.3,general,N1,27.0,からする,"About, Or more, Over, Starts at",https://bunpro.jp/grammar_points/%E3%81%8B%E3%82%89%E3%81%99%E3%82%8B,からする
370,B (common),73.3,general,N1,33.0,とはいえ,"Though, Although (I admit that), Be that as it may, Nonetheless",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%AF%E3%81%84%E3%81%88,とはいえ
371,B (common),73.3,general,N1,34.0,ならでは,"Unique to, Only, Impossible if not, Expected only of",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%89%E3%81%A7%E3%81%AF,ならでは
372,B (common),73.3,general,N1,39.0,ながらに,"While being, Born (with), Traditional (old-fashioned, as it was long ago), As always, While crying or in tears, (Burned) alive",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8C%E3%82%89%E3%81%AB,ながらに
373,B (common),73.3,general,N1,46.0,ところを,"When, While, In spite of (the circumstances), Regardless of (the circumstances)",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%93%E3%82%8D%E3%82%92,ところを
374,B (common),73.3,general,N1,47.0,からある,"As much as, As many as, At least",https://bunpro.jp/grammar_points/%E3%81%8B%E3%82%89%E3%81%82%E3%82%8B,からある
375,B (common),73.3,general,N1,52.0,たら最後,"Once, Now that, As soon as",https://bunpro.jp/grammar_points/%E3%81%9F%E3%82%89%E6%9C%80%E5%BE%8C,たら最後
376,B (common),73.3,general,N1,68.0,ことだし,"(And) so, Because, Since",https://bunpro.jp/grammar_points/%E3%81%93%E3%81%A8%E3%81%A0%E3%81%97,ことだし
377,B (common),73.3,general,N1,82.0,とあって,"Since...(it is no wonder that), Because...(it is no wonder that), Due to...(it is no wonder that)",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%82%E3%81%A3%E3%81%A6,とあって
378,B (common),73.3,general,N1,85.0,そばから,"As soon as, Right after, Even if … still",https://bunpro.jp/grammar_points/%E3%81%9D%E3%81%B0%E3%81%8B%E3%82%89,そばから
379,B (common),73.3,general,N1,126.0,とあれば,"(Emphatic) if, If it is the case that, As (you wish)",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%82%E3%82%8C%E3%81%B0,とあれば
380,B (common),73.3,general,N1,131.0,～ばこそ,"Precisely because, Only because, Because, Due to, Only if",https://bunpro.jp/grammar_points/%E3%81%B0%E3%81%93%E3%81%9D,~ばこそ
381,B (common),73.3,general,N1,145.0,こととて,"Due to, Since, On account of, Because",https://bunpro.jp/grammar_points/%E3%81%93%E3%81%A8%E3%81%A8%E3%81%A6,こととて
382,B (common),73.3,general,N1,162.0,ものなら②,"If you were to do, If you try to, If … happens, Should there be",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%AE%E3%81%AA%E3%82%89%E2%91%A1,ものなら
383,B (common),73.3,archaic/literary,N1,115.0,といわず,"Not only A or B but every-; A, B and every-; Not only A or B but all over;  A, B both, whether a or B",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%82%8F%E3%81%9A,といわず
384,B (common),73.3,archaic/literary,N1,128.0,ときたら,"When it comes to, That or this … of mine, That or this darn …, That or this blasted …",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%8D%E3%81%9F%E3%82%891,ときたら
385,B (common),72.95,general,N1,2.0,たところで,"Even if ~ cannot or will not, Even though ~ not",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%A8%E3%81%93%E3%82%8D%E3%81%A7,たところで
386,B (common),72.95,general,N1,6.0,といえども,"Even (if), Although, Even though",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%88%E3%81%A9%E3%82%82,といえども
387,B (common),72.95,general,N1,10.0,までもない,"There is no need to, Do not have to, It is not necessary to, Needless to",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%A7%E3%82%82%E3%81%AA%E3%81%84,までもない
388,B (common),72.95,general,N1,44.0,あくまでも,"To the (bitter) end, Stubbornly, Persistently",https://bunpro.jp/grammar_points/%E3%81%82%E3%81%8F%E3%81%BE%E3%81%A7%E3%82%82,あくまでも
389,B (common),72.95,general,N1,61.0,ものと思う,"Think that, Believe that, Expect that, Have confidence that, Absolutely",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%AE%E3%81%A8%E6%80%9D%E3%81%86,ものと思う
390,B (common),72.95,general,N1,79.0,ぐらいなら,"Would rather...than, Rather than, Better off",https://bunpro.jp/grammar_points/%E3%81%90%E3%82%89%E3%81%84%E3%81%AA%E3%82%89,ぐらいなら
391,B (common),72.95,general,N1,89.0,んがため(に),"In order to, To, For the purpose of",https://bunpro.jp/grammar_points/%E3%82%93%E3%81%8C%E3%81%9F%E3%82%81-%E3%81%AB,んがため(に)
392,B (common),72.95,general,N1,101.0,とばかり（に）,"As if (to say), Seeming that",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%B0%E3%81%8B%E3%82%8A,とばかり(に)
393,B (common),72.95,formal/written,N1,103.0,に至っても,Even when,https://bunpro.jp/grammar_points/%E3%81%AB%E8%87%B3%E3%81%A3%E3%81%A6%E3%82%82,に至っても
394,B (common),72.95,general,N1,110.0,んばかりに,"As if, As if it were about to, About to",https://bunpro.jp/grammar_points/%E3%82%93%E3%81%B0%E3%81%8B%E3%82%8A%E3%81%AB,んばかりに
395,B (common),72.95,general,N1,135.0,ないまでも,"May not … but (at least), Even though not, Even if not",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%81%BE%E3%81%A7%E3%82%82,ないまでも
396,B (common),72.95,general,N1,157.0,ものとして,"Assuming, Supposing, (Interpret) as, On the assumption, Regarding, Considering",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%AE%E3%81%A8%E3%81%97%E3%81%A6,ものとして
397,B (common),72.95,general,N1,165.0,といおうか,"How to put it, How shall I put it, How should I put it, Or perhaps, Or maybe, Call it … or",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%8A%E3%81%86%E3%81%8B,といおうか
398,B (common),72.95,general,N1,173.0,ものとする,"Shall, To assume, To suppose, To consider",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%AE%E3%81%A8%E3%81%99%E3%82%8B,ものとする
399,B (common),72.95,general,N1,176.0,ともあろう,"Of all people, Such,",https://bunpro.jp/grammar_points/%E3%81%A8%E3%82%82%E3%81%82%E3%82%8D%E3%81%86,ともあろう
400,B (common),72.95,archaic/literary,N1,66.0,と思いきや,"Thought...but, When...thought that...but, Despite having thought...",https://bunpro.jp/grammar_points/%E3%81%A8%E6%80%9D%E3%81%84%E3%81%8D%E3%82%84,と思いきや
401,B (common),72.95,archaic/literary,N1,156.0,と来（き）たら,"For …(is the best), When it comes to, Concerning",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%8D%E3%81%9F%E3%82%892,と来(き)たら
402,B (common),72.6,general,N1,9.0,ならまだしも,"A is fine...but B is not, If it's ~ then it is ok...but ~ is not, It's different when...but, It's not so bad when...but",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%89%E3%81%BE%E3%81%A0%E3%81%97%E3%82%82,ならまだしも
403,B (common),72.6,general,N1,12.0,をいいことに,To take advantage of,https://bunpro.jp/grammar_points/%E3%82%92%E3%81%84%E3%81%84%E3%81%93%E3%81%A8%E3%81%AB,をいいことに
404,B (common),72.6,general,N1,42.0,にしてみれば,"For (A), In the case of (A), From (A)'s point of view, In the eyes of (A)",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%97%E3%81%A6%E3%81%BF%E3%82%8C%E3%81%B0,にしてみれば
405,B (common),72.6,general,N1,80.0,ってば・ったら,"I said...!, I told you...!, !",https://bunpro.jp/grammar_points/%E3%81%A3%E3%81%A6%E3%81%B0-%E3%81%A3%E3%81%9F%E3%82%89,ってば・ったら
406,B (common),72.6,general,N1,95.0,ないでもない,"Kind of, Might, Slightly, It’s not (impossible) that, Somewhat, In some respects",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%81%A7%E3%82%82%E3%81%AA%E3%81%84,ないでもない
407,B (common),72.6,general,N1,122.0,というところ,"I would say (about), I guess (about), It could be said that, About, at best",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%81%A8%E3%81%93%E3%82%8D,というところ
408,B (common),72.6,general,N1,133.0,には及ばない①,"There is no need to, It is fine if you don’t, Unnecessary",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%AF%E5%8F%8A%E3%81%B0%E3%81%AA%E3%81%841,には及ばない
409,B (common),72.6,general,N1,147.0,には及ばない②,"To be no match (for), To not compare (with), To fall short (of), To not reach, Cannot win with, To be out of reach (for), To not be on par (with)",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%AF%E5%8F%8A%E3%81%B0%E3%81%AA%E3%81%84%E2%91%A1,には及ばない
410,B (common),72.6,archaic/literary,N1,65.0,にとどまらず,"Not limited to, Not only...but also, Not stopping at",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%A8%E3%81%A9%E3%81%BE%E3%82%89%E3%81%9A,にとどまらず
411,B (common),72.25,general,N1,60.0,には当たらない,"No need to/for, Cannot, Not worth it to, Not suitable",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%AF%E5%BD%93%E3%81%9F%E3%82%89%E3%81%AA%E3%81%84,には当たらない
412,B (common),72.25,general,N1,116.0,にもほどがある,"There is a limit to, You are too ..., How …!, How … one can be!",https://bunpro.jp/grammar_points/%E3%81%AB%E3%82%82%E3%81%BB%E3%81%A9%E3%81%8C%E3%81%82%E3%82%8B,にもほどがある
413,B (common),72.25,general,N1,130.0,にしたところで,"Even, Even for, Even from the perspective of, Even in the case of",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%97%E3%81%9F%E3%81%A8%E3%81%93%E3%82%8D%E3%81%A7,にしたところで
414,B (common),72.25,general,N1,148.0,とは言うものの,"Although, But, Although I say, Although it is said, Having said that",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%AF%E8%A8%80%E3%81%86%E3%82%82%E3%81%AE%E3%81%AE,とは言うものの
415,B (common),72.25,general,N1,154.0,ようによっては,"Depending on the way, Depending on how",https://bunpro.jp/grammar_points/%E3%82%88%E3%81%86%E3%81%AB%E3%82%88%E3%81%A3%E3%81%A6%E3%81%AF,ようによっては
416,B (common),72.25,archaic/literary,N1,59.0,をものともせず,"Making nothing of, Ignoring, In defiance of, Regardless of, Disregarding",https://bunpro.jp/grammar_points/%E3%82%92%E3%82%82%E3%81%AE%E3%81%A8%E3%82%82%E3%81%9B%E3%81%9A,をものともせず
417,B (common),72.25,archaic/literary,N1,151.0,ならいざ知らず,"Don’t know about it, Maybe it would or might be possible for",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%89%E3%81%B0%E3%81%84%E3%81%96%E7%9F%A5%E3%82%89%E3%81%9A,ならいざ知らず
